population,light_0.25,light_1.5,light_12.5,light_125,light_175,light_250,light_27.5,light_5,light_50,light_82.5,nitrate_10,nitrate_100,nitrate_1000,nitrate_20,nitrate_40,nitrate_400,nitrate_5,nitrate_60,nitrate_600,nitrate_80,phosphate_0.5,phosphate_1,phosphate_10,phosphate_2,phosphate_20,phosphate_35,phosphate_4,phosphate_50,phosphate_6,phosphate_8,ancestor_id,treatment,note
1,0.06867161510457562,-0.030622381073417478,-0.11317844619210397,-0.03956596744773921,-0.09210973335080302,-0.08025319319653308,-0.07330519514290254,-0.07338906760741043,0.01566706799974269,-0.06272915613995053,-0.07936308789076431,-0.07295216949153407,0.07863876964981374,-0.06393779960822757,0.026153108673783666,0.07054393278162768,0.1066879721054448,0.014917799170027519,0.0017148166242806624,0.07627211474431991,-0.021097573513588208,0.03150314726170263,0.029587648203824837,-0.0049620888321297435,-0.049422122197787924,0.037913375292454976,0.03516559316434026,-0.010019038196555837,-0.007346330988381211,0.06395461166986108,anc2,N,NA
10,-0.07149688041437681,-0.04679615730840303,-0.03919413050028617,0.08358985679998764,0.0994181327291391,0.20422631617991446,-0.1507318926892282,-0.15504777147974663,-0.021079091210387514,0.13540342210974146,0.09041186879941132,0.03852897810898717,-0.11741130374857381,-0.09012922570282385,-0.01877551639228161,-0.031007926397728373,0.012582134342343702,0.021881982026840902,-0.12117270699155418,0.04332285567055609,-0.09621806900163363,-0.03389072685638944,-0.08174082692831411,0.019675753662066472,-0.07550205036295227,-0.0911713751558548,0.0585161723219221,0.09912002485508924,0.049854640781747575,0.0854375290703981,anc2,L,NA
11,-0.09566610902669376,-0.07783134550773654,0.10147426396365086,-0.16659671557177327,0.03717880734587985,-0.2655089538018555,0.09647375255899751,0.20553647270491368,0.0959535651618256,-0.10408331995108039,0.001425593273010138,-0.04176877966408831,-2.947653339088389e-4,0.12130349901131696,0.07056253981567476,-0.01405365775834821,0.01327655718302199,0.13453593968216487,-0.13243837330941144,0.09801349459592686,0.07096690981005706,0.13372092131374763,0.03681119324260964,-0.09411721297078497,0.035665934560379774,-0.05996037424815026,0.03988927550045496,-0.10142299634872638,0.07675440054638165,0.003988890855294511,anc4,N,NA
14,0.0012376187168329634,-0.020197820949481856,0.16596184391096172,0.005081462687876097,0.0028297556837633317,-0.2309009790550156,0.17037608929475598,0.09495968234724432,0.15211026002840095,-0.04903505051812068,-0.10006508477474982,0.04810748612120806,-0.015997487374023886,-0.03725872880119417,-0.029730161020497234,-0.049602919770898916,-0.018773372834322975,-0.022635493866619408,-0.13386056707143282,-0.015443106949371718,-0.004038171680278724,-0.003059780309641377,0.10869979660927874,0.052788203350437164,-0.05343277375114461,0.01293587331190075,0.07808646652547561,-0.052187670349449336,0.06558160971338076,0.04039525335997857,anc2,S,NA
15,-0.029756521877893734,0.028777577658344128,0.28003595308675083,0.09618655092333728,-0.05852569063812411,-0.025918884981233566,0.25499387180649125,0.01787296927540901,0.011497492565975174,0.20690273683929256,-0.17568117150193294,0.05703673183115415,-0.029147612763823993,-0.05789879805086633,0.013561607839529772,-0.05022375693212181,-0.3227310710922462,0.03851478451167106,0.032696771622480095,-0.1070815140796957,-0.23333895878397612,-0.2274412439069604,0.03645813051248902,-0.031313837318692285,-0.04569470687588448,-0.05701588511192455,0.0959175524671722,0.168139144695814,0.06029834864634113,0.018164579184779605,anc4,S,NA
16,-0.03454537476790019,0.12147896533524105,0.21834168840667287,-0.04858397909449493,0.04018717188490786,0.09926082754822006,0.16760523509028274,0.021219408961810446,0.030602572530974544,-0.06764843285956092,0.0044358405127267915,0.0895009852873131,-0.06395187584124663,0.052876814516333456,-0.01563781874868084,-0.12404413093528693,-0.03802651042695351,-0.01441512786379551,-0.1161241999842081,-0.1452728526055299,-0.04927722798671948,-0.1330796540036515,-0.00602591442271707,-0.04603015983688008,-0.02171253452162638,-2.738431786635214e-4,0.02642242575870974,0.013248242574127225,0.009518642328025644,-0.033122188525111666,anc5,B,NA
17,-0.13940809734516396,0.021359919088171118,-0.10516212072378639,0.011909168566846966,-0.07946941603337536,-0.08234461063431034,-0.040100990886353736,0.036635012974624716,0.006821260654798667,0.031464688265677374,0.02095144639339132,-0.12588678979112544,-0.023696300086299416,0.25478966989664853,0.21878681417487025,-0.06098117438677498,0.1831287079106442,0.19285472976248494,-0.05452783165720135,-0.015937742337710416,0.06926061045123898,0.2267480102879071,-0.021452590554502802,0.05068225399317398,-0.041140111406943854,-0.05029879739922883,0.10448781213004767,-0.12235610555196244,0.05372361010371778,-0.06927874006440884,anc2,P,NA
18,0.047714931115449506,-0.05385569605594362,-0.21575369714618928,0.03641267728769031,-0.007848737440483445,0.036956298239177655,-0.1967742410388766,-0.14945399355088848,0.07663638104153374,0.027769666595107923,0.1290988945428217,0.04650588628639688,-0.0413540871404246,-0.03559684097948987,0.03348711989766315,0.059199541650713436,0.03860773560737439,-0.031727491847565355,0.1254306258608848,0.045439522473097536,-0.07244998045889665,0.010457087535481246,0.08214469708764598,-0.05585671404175811,-0.006780717547906465,-0.0037628998412995314,-0.04152755922624178,0.017805243687373396,0.0050104454958358425,0.02492649907914802,anc5,S,NA
19,-0.1088970126795873,-0.1242094235273074,-0.008467900103644834,0.0223697383924579,0.05933893475188528,-0.19219669935705436,0.006538707842796127,0.11663352640296262,-0.04013429371300826,-0.044311096047813116,-0.051242746201072324,0.007612257031209701,-0.02001585911929544,-0.026698764638069646,-0.07407293051808124,0.03806647229679015,-0.017594290476367593,0.1967893426603336,-0.025352165642542158,0.01196900392679801,-0.03669957136168119,-0.08043226353090378,0.11717215924168058,-0.022981491232188952,0.03355191728686246,0.0028728671043702554,0.00902967955478341,-0.04458618881875567,0.09539243485303334,0.10207552213068181,anc2,B,NA
2,-0.04460948865986501,0.08756224966327687,0.03347028274466296,-0.10426306700768098,-0.15182594648078662,0.0721578754614467,-0.044521804953483186,-0.009279177764375328,-0.04880282304943065,-0.07917907915446931,-0.05177534217539479,-0.036932715167339245,-0.06717488234550234,0.032552676140667376,-0.001345614740155705,0.16122408899833765,-0.0820315103669475,-0.007454303981532091,-0.02445917316535736,0.09483131074460785,-0.02962148043704655,0.20452306460727043,-0.058867932131286334,-0.0011192810799552028,0.024056174674948288,-0.006839916367704723,0.03714161851149794,0.0792273548826032,0.14520877586554076,-0.09889561663480526,anc3,BS,NA
20,0.06036640113337033,0.022717303479793935,0.06747044288343133,0.1283744723751914,0.08129221261987948,0.22022101934442412,0.017843867153369785,-0.016869696087321983,-0.05666970562951729,0.02527575512763615,0.018642466794859303,0.11098079934531441,0.002330917756025024,-0.031872546641205056,-0.037111474476439824,0.016616216802817742,-0.05260810224908889,-0.009298215350663056,-0.009995616429859255,-0.15612524675609557,-0.09393116028756161,-0.3773013677328997,-0.03879625189975893,-0.09456735570611871,-0.01751244956983919,-0.01683245276876559,-0.08066946400520442,0.09759916552349283,-0.03045775576272659,-0.04708754349722105,anc4,L,NA
21,0.16173817419800335,0.031881866006960226,0.02362807549662175,-0.07561242252332963,-0.138019365239758,-0.10915933257030246,0.1820530095120161,0.09688172017367175,-0.003299782210888564,-0.0010348082084128702,0.04183669135162147,-0.12211493464941889,-0.04442047097808408,0.02378388784923297,0.057371363571468006,-0.02915572462017443,0.19142843665696088,0.06034109915430391,0.06603423774684049,0.016978959991803863,0.12077495321018564,0.15197188662479755,0.011949762824412848,-0.049781611620788126,-0.03374041887233597,0.004264205468408776,-0.003742691055131701,-0.007587941866890659,-0.03681815982482873,0.01363832795664437,anc4,B,NA
22,-0.005452204169318273,-0.013466807749425432,-0.19063778092071015,0.13751179658311366,0.04930796451877909,0.19268786362386214,-0.07166368716717986,0.06917546636603017,0.13289674354711836,0.1659388015213183,0.08213324971568582,0.09721889284840668,0.17875515047328497,0.011986921878907599,0.14722134123065556,0.15418318576262172,0.035813550504306256,0.07092735863235872,0.3058193996854284,0.06855622219124982,0.1026191744404436,-0.40973864997266357,0.08037549392274987,-0.1363213108943271,0.07396587853549119,0.05771298758151623,-0.9861653615407044,-0.0094872489832705,-0.9490517411755132,0.08718044540679355,cc1690,C,NA
23,-0.14193234487573356,-0.08740235526959568,0.17826573650769537,0.09506409716838789,0.056530033921404634,-0.01786902213956544,0.12323969303458533,0.14430252095203333,0.09314552009734248,0.001454077405767818,0.05594280671023895,0.05612583492169509,0.05238424829811281,0.0515296190378565,0.08040630279314903,0.08822710160782656,-0.01128224843891377,0.069366306195263,-0.11878180326068528,0.11770505629495219,-0.07405808357067545,-0.28768752915914647,0.03642460839137373,-0.1915670075474298,0.016403043767089672,-0.05170806952916047,-0.05644312021461036,0.02983759323542087,-0.10822126789644718,0.017899018744933607,anc5,L,NA
24,-0.026206531542527372,0.008687134909261316,-0.05056569360435678,-0.055391982080945326,0.027549601886078884,-0.005539104085810472,-0.11147239565229025,-0.012480854863564907,-0.06049571230317871,-0.10112107329453209,-0.12849319924254463,0.11602148943430778,0.12046384156522329,-0.2771348027506668,-0.3459360131684422,0.16619326050521996,-0.13464178296181867,-0.3295458913799247,0.0735261696995177,0.18039001171817742,0.02338442961263367,0.05572823533863049,0.0610639729851976,0.04944442319299973,0.09722316237730592,0.11366976526705982,0.09644168554400777,0.1326780260018184,0.05843987948189246,0.09742651582998875,anc4,C,NA
25,-0.10936087245309978,-0.047892649334257416,0.17286462181187265,-0.03442005327508582,-0.009402823877001991,-0.23363066963012652,0.14782610642699967,0.0925493360435806,-0.008057264277615338,-0.09271075888092357,-0.012475778228414659,-0.01450970509653111,-0.01572155674493865,-0.0177772713691426,0.06823764300766212,-0.02425766857857969,-0.023808875011584452,0.016186861391305797,0.011221643530297136,0.08634495677618931,0.13604731361993436,0.18273244485551926,0.01661774095351189,0.001977798784986648,0.0630797268900239,0.051735738171558875,-0.0203535605712981,-0.04881711927994323,-0.025305986922067245,-0.056219131107837925,anc2,BS,NA
26,-0.016933687271652717,-0.07874194568359143,-0.13627373472635992,-0.07451074827881443,-0.1537931182184385,0.07498814671703452,-0.1803820164985861,-0.15347206164588048,-0.100449218463396,-0.02686302052474178,0.05401508129369325,0.01041527528963786,0.026248543179057823,0.0388264356838578,-0.010186916632327432,0.14090641640756224,0.03614679239917789,0.05558226710691647,0.0942087348279311,0.12966350595705792,-0.03191827515903516,-0.05653449070889667,-0.012340914598898673,-0.07906755114715518,0.0588632766155709,0.016667537932256404,-0.031382479360005974,0.021150247088347212,0.12089805368080049,0.015500126325193158,anc3,L,NA
27,-0.12498075290277134,0.06965770404205412,-0.10748621187685752,0.11891530004004491,0.034586544196084215,0.1972542943196889,0.06650848365559224,-0.10984035441875385,0.04437210872914018,0.11947474659241591,-0.16117505443164293,0.06066927790638801,0.17689733148074493,-0.23776253242784498,-0.319351103756348,0.2339925661405191,-0.07297664657705855,-0.45294383512880415,0.018621325588255473,0.1704833910506569,-0.1496441702161364,-0.04441521826184972,0.09292191462746308,-0.020276631548356936,-7.253564469436846e-4,0.019720672691588274,0.022614357681762016,0.01849206300405786,-0.00645345495671766,0.1400603706162833,anc3,N,NA
28,-0.12738521101763386,0.07364391489303114,-0.020154348449668954,-0.2502309513603338,-0.0971913438691027,0.016037483310053773,-0.09258793290313658,-0.05973491802019446,-0.06486642726557976,-0.04096435124104368,0.14257148318893842,-0.08888723937029318,0.08058064694343309,0.07500947001319253,0.08681007200299241,0.022215865104807865,-0.035917274162783126,0.03358196629114571,0.16521215943051645,-0.007069948688181965,0.21735116802785445,0.1338555887828141,-0.06051917781368313,0.09943944254969364,-0.06885105316215667,-0.06724697083432854,0.07697870886843103,-0.06113805033254557,0.19287163813923605,-0.0755786834604302,anc5,P,NA
29,-0.10332127620022707,0.004223911591550787,-0.034015685522966785,0.13053987426198482,0.045389865575812316,-0.05223796241930625,-0.10910683473107562,-0.08540090639983876,-0.13432636221260896,0.06245977041671713,0.05297897409128929,-0.1605533135886188,-0.10150170243619984,0.2358500928706456,0.23374706879623025,-0.11453090211958773,0.14301809094001355,0.12044995714782232,-0.09120919658996786,-0.07656755379313539,0.08818305209211721,0.15448691721866037,-0.05227339831044753,0.09900210825842033,-0.021774344970399977,-0.1039334928134759,0.12644647905026493,-0.08437051247329025,-0.028590298985231258,-0.07960213761562315,anc3,P,NA
3,-0.039790007096623135,0.14591497364657485,0.11660141276865092,-0.03364096599973795,0.025793765950052058,0.01011875213072069,0.2801480653926751,0.1263943308550914,-0.054041797268099385,-0.04760497520627986,0.1508916209818194,-0.07887189048308386,-0.10220193190742662,0.1240939474753648,0.0870139352739932,-0.20066794758393983,0.05259757173405951,-0.023275766180423967,-0.1285502586990088,-0.0816376076962439,0.06646119847651627,0.03231802200370356,-0.07402343359718482,0.018530323551365586,-0.12637238658282407,-0.08217043895746189,0.09458605234063981,0.017515244816908904,0.025888926686319067,-0.05722204103768084,cc1690,N,NA
30,-0.06167761573276527,0.058809531412634605,0.04955718852235444,0.16580146476412597,0.15235556669429934,0.08610728244125955,0.09196042406848265,-0.08554615117084055,0.041626820457484726,0.053257797245124895,0.0967174047886231,-0.031605689649665404,-0.1465711022966312,0.04774012575628506,0.0968841499904814,-0.20413032884171625,0.15018728125268827,0.13249057806382897,-0.1249153101772489,-0.044567516868433965,-0.2419983832262562,-0.13088684281331445,-0.06803286804691014,-0.008746051358532892,-0.046165109818453974,-0.04857758908658126,0.0068389350038802295,0.01843926974428339,0.09994782639867274,-0.025202842430032176,anc5,N,NA
31,0.06631003543968365,-0.07613100124577035,-0.3177489058326727,0.08932098895734654,0.003491526824716067,0.07963332407002588,-0.1329734806367576,-0.1621275405744353,0.09204369744506748,0.0903740038045374,0.05317064618952566,0.02445481094215088,0.09717709120758515,-0.05332725010553714,-0.012047600586116577,0.170871556903262,0.08718514625851673,-0.06020483159736555,0.03337860859936175,0.011395402107078744,-0.0553635454347341,0.029148778260497565,0.04708950253540995,-0.11503677020633672,0.009435318961284541,0.015251783043577747,-0.059292042057431917,-0.06398394119758273,0.020949214972285836,0.0027261816283914,cc1690,B,NA
32,-0.16323752580920375,-0.07856107911350814,-0.09735383814501193,-0.034821367347603056,0.07433110244567898,-0.06891853825013862,-0.1332112307547146,-0.14472766745947954,0.007131919252536986,-0.049529996402646895,-0.04215434492255038,0.14480183781099898,0.09029942187963924,0.06287570012809726,0.007598150357353412,0.021547238959684325,-0.10319488141214887,0.08593306408061728,-0.040229508910473846,0.07261056516042448,-0.087082115083696,-0.14241177755391218,0.011606411758677795,0.1428783362062483,0.12362421862944886,0.11909527897087402,0.05928754797629372,0.004277000094181055,0.0646004287306182,0.014295924374349902,cc1690,S,NA
33,0.01872944614839776,-0.13334953215826165,-0.18836066950697672,0.058114987659388335,0.08896101377028176,-0.003048834068787553,-0.1335576153803206,-0.0345622770148586,0.020648740687913465,0.006265942399549121,0.10399140180058399,0.13027211247388698,0.055089808747705436,-0.08048991979688541,0.003986318729408574,-0.01452464812203712,0.07355184223805149,-0.051859610050157934,-0.009564810002243235,0.10277015058664343,-0.08831600618125993,-0.2466840539559497,0.04594578118718776,-2.266466480078245e-5,0.023847699492027617,0.18213499568687166,-0.013646334038435003,-0.033884389739706464,0.0020198127215079764,-0.00963600085666211,cc1690,L,NA
35,0.05840846018862271,0.00563575841754953,-0.06302738125776167,-0.03353322727503789,-0.11069229937226342,-0.022495560972443117,0.04120743408000996,-0.03410412578458935,0.01716969160129178,0.030180913603180724,0.01646821843090588,-0.13082730607414192,0.0703496859035628,-0.03469180524844266,-0.027744215885296512,-0.10805567333748141,0.004360903344397238,0.05039592358326933,-0.008805911996305009,-0.11256301365434287,0.30380497831857023,0.35873865661084436,-0.06023367714561156,0.21663316861441068,-0.058827173756260634,-0.07772234990530129,0.13370637120489473,-0.19528242123219855,0.03283263541279261,-0.07975577420639797,anc4,BS,NA
4,0.012684786415522406,-0.10596297205666344,0.03742059776791104,-0.08395243151538405,-0.060648772614393213,0.05041138394473836,-0.16740328429654977,-0.12120786495339435,0.004331439029660401,-0.010357052475782192,-0.11695374518086848,0.04160923485338957,0.06201708919784256,-0.05894042161989685,-0.05537124430875338,0.20789227411438482,-0.11480017964214463,-0.03917965491236057,0.27866712590255055,0.043784576034085414,-0.04791464102841822,0.2058814338326182,0.034295133890855596,-0.0204768527705805,-0.028969871197198366,-0.02159211866361362,0.053535523309725205,-0.05506754125510459,0.024339032100132437,0.025262207298430317,anc3,S,NA
5,0.1773691702729037,0.03257852198774782,0.07617558210459084,0.06949896755964095,0.04008800760958473,0.17560195070422377,-0.11178164835086456,-0.01358302808248277,-0.1683656862197302,0.08983646863361189,-0.11037025353625038,-0.07727952844530236,-0.05361624053388669,-0.08244070178829159,-0.16384892532262432,0.05664011509984768,-0.1214567869581214,-0.20396601212998441,0.08927618735501743,-0.10555887924055116,-0.060572001550016644,-0.006910876228984534,-0.09444628876530574,0.0037624621047572873,0.06678823731032629,0.031084547672011312,0.012293604112500528,0.08971337813066044,-0.0028139313299560082,0.05603878607861703,anc5,C,NA
6,0.1407632982696389,0.0194886149523734,0.16758093868124746,-0.1423713641868668,-0.0145257764097641,-0.16039945821148938,-0.1303317392909313,0.1211429803827593,-0.09107930043441538,-0.1517780926699827,-0.024495012804172815,-0.13965608254785503,-0.053994101269500855,-0.01684818616023521,0.02175266568687353,-0.057579390092364756,0.14653373888305365,0.003841130093210382,-0.1236932168985251,-0.06271490306433311,0.11448158541277316,0.1001548467948191,0.06105158089918296,-0.008287294581911523,0.036931071301570036,0.0622152169100003,0.08427848079264252,-0.05139993612509885,0.12872806550068375,0.05350336747683714,cc1690,P,NA
7,-0.0018281679172510474,0.02375980023926089,-0.1268097801494061,-0.04052086737981001,-0.021730655305796764,0.019459709174787,-0.07267671981954568,-0.06975388825109201,-0.058961016441326876,-0.029834922172697606,-0.014713762792928638,0.04805589943716665,-0.06863422942454035,0.118231922588968,0.042987770465231966,-0.059392919746219484,0.01189352362645558,-0.013490846987989394,0.00529402584212328,-0.10120429644081426,0.009263601773955762,-0.005718987825094278,-0.06387353364708527,0.019032581476531644,-9.52558588251215e-4,-0.06364873005026553,0.11345830555703852,0.06355247514553351,0.017689887348667128,0.01823837923084742,anc3,B,NA
8,0.507306865494272,0.29706063163596585,0.31710982291561546,-0.05691552676172452,-0.029179105590252705,-0.1332903400250948,0.09736144132682643,0.3201701297084174,0.12532839965081494,-0.018663492786932554,0.007802266557499724,-0.16419033642419237,-0.09215522176324832,0.037362969814738134,-0.10734501999322048,-0.2637056487676158,0.08377276138257735,-0.10789551532894431,-0.14571156432625335,-0.19632970555114568,0.11784349782213585,0.07563594263141296,-0.01050224955129679,-0.018491164099032297,-0.008222907378808274,0.016208540800364067,-0.06770782360802202,0.059756064785932574,-0.05197945420050924,-0.018612135719077248,anc4,P,NA
9,0.12119853985004529,-0.05825757741022477,0.02562719286807097,-0.07700236234520444,-0.007216113679177115,0.0752038848321182,0.019954226487822142,0.1123806281590335,-0.011198293549076652,-0.03012697732480762,-0.09782438432865562,0.03738517252977916,0.07289132321646594,-0.07242229646496869,0.048149221455737,0.030297825886653428,0.07009903124899246,9.403323199819651e-4,0.14597972623079775,-0.023141805632158053,-0.27650089293141106,-0.057729896168373054,0.0758557332802359,-0.1582811683060955,0.06223506872192714,0.06365512403346175,0.014256776187854415,-0.08784794097143879,0.1022920106506937,-0.1518157852286935,cc1690,BS,NA
anc2,0.05574016545381473,-0.011984974623146256,-0.21558826561785274,-0.031312593796766236,0.003944970427345536,0.03560290955921702,-0.002993466888765531,-0.033505694690697974,-0.04817019127578246,0.0032744053599214297,-0.057331115274131136,0.033140053427464136,0.027190138048088425,0.030673669782131138,0.12047632285386747,0.0042955067238177455,-0.0804937649965064,-0.057548530294361695,0.07525218328512713,0.044936475814282034,-0.00446187444910092,0.05265794303635419,-0.04206670088614687,0.05166722637556679,0.08425032745481738,0.018286777213900693,-0.040440991120741905,0.018172982993913716,0.005134951753395787,-0.04402096405987754,anc2,Ancestors,NA
anc3,0.15144856758003836,0.027775424975625383,-0.14834875797984465,0.07953886488151715,-0.004813918259982542,0.030032888127574157,-0.026116249688161876,-0.11391729299072446,-0.07397159119323216,0.019886671752954513,0.0774180957259091,0.07596025409838332,-0.06199499383390595,0.016112003622658418,-0.03477480713380919,0.0240023714765043,-0.055880613224680464,0.10643237099413873,0.007217921678313495,-0.045750562493952145,0.07544901547152504,0.06497468823423495,-0.14013690935038184,-0.04747583402424224,-0.01438006924243844,-0.09247931231614015,-0.05056273269168623,-0.03967418457272345,-0.1057592531118895,-0.03852738755727961,anc3,Ancestors,NA
anc4,-0.019513922637638025,0.026308002113731882,-0.012813466757278411,0.03632437391807833,0.030432103692710637,-0.013967033274247765,0.05874662723652041,0.03243665212117035,0.04541627076448127,0.003165933083658796,0.08515655559326325,-0.006997016474212448,-0.09130926902399757,0.08427077467136154,-0.061015796260679066,-0.1257185427460216,-0.01743477378746063,0.007622970441183209,-0.011876978905932662,-0.0410414043304115,0.04510170818744828,-0.01815750120933624,-0.061085953862655626,-0.011689431362305231,-0.08745056374256455,-0.014387819106592521,-0.027119121054451717,-0.0274061691052563,-0.054852187749872425,0.040866791008650656,anc4,Ancestors,NA
anc5,-0.06889922658552333,-0.03236144550408753,0.2566750252780163,-0.021007609742129493,-0.0352252606436753,-0.14825078625955462,0.13233396323602067,0.16203041291414788,0.004364840467951136,-0.09091683845462073,-0.041296021194373804,-0.06027469992526024,0.06372893458130992,-0.14447950794653266,-0.12014610780635727,-0.09732371376497466,-0.055882743593251204,-0.055060754256905535,-0.10551266491940597,-0.005652489167058604,0.20677205912563928,0.11329138886071315,0.031210457064919154,0.3438334745965403,-0.02007030991808589,0.03323744843075468,0.027953388502999242,0.06556639327802187,-0.02451523267057153,-0.019272719812656873,anc5,Ancestors,NA
cc1690,-0.11478924438690162,-0.02969664147833112,-0.09731985470503018,0.03969956016333833,0.11921099449488061,0.169967753204137,0.026521428565456143,-0.13231691753235034,0.026203765002977518,0.026106693558023534,-0.020650502255454922,0.07890492685727682,-0.04387794816257019,-1.628006380438756e-4,-0.030752249866552048,-0.037958862721315996,-0.08133634940572212,0.06691511784847595,-0.0027698045721660774,-0.07180742648874941,-0.01326307351086904,-0.05644814389375737,-0.07086309770668969,0.047121928433088635,0.0177785333315869,0.05095969975146846,0.07172046847650838,0.08222948186284443,-0.025810216337180458,-0.017729635512453955,cc1690,Ancestors,NA
