well_plate,mu,best.model,best.se,population,nitrate_concentration
B02_1,0.5494993422272065,gr,0.11443428140331964,25,5
B02_10,1.2753310579219566,gr.sat,0.14890566379849665,25,40
B02_11,1.1518879030922125,gr,0.07407861619184149,28,40
B02_12,0.9099010357132258,gr,0.14647619497433378,15,40
B02_13,1.4173135210108077,gr.sat,0.10960491080027217,25,60
B02_14,1.169999529238191,gr,0.16097535756926673,28,60
B02_15,0.9804487976515602,gr,0.1953166897692709,15,60
B02_16,3.1556616328415146,gr.lagsat,0.16174218518015282,25,80
B02_17,1.1633514383738892,gr,0.1698114666830311,28,80
B02_18,0.9837013324933106,gr,0.17955052731508997,15,80
B02_19,1.124684913542812,gr,0.17602435636484973,25,100
B02_2,0.7831087124645102,gr.sat,0.057863138141670635,28,5
B02_20,1.1559772503610992,gr,0.1335768540663042,28,100
B02_21,2.021448853701471,gr.sat,0.2783886137910957,15,100
B02_22,1.623854513539735,gr,0.19636221965441567,25,400
B02_23,1.531071233779995,gr,0.16705165819325665,28,400
B02_24,1.3690310090578202,gr,0.15821285271552088,15,400
B02_25,1.3488639103330762,gr,0.14664711864139296,25,600
B02_26,1.4134198989526776,gr,0.11370512911054466,28,600
B02_27,2.1512134316844755,gr.sat,0.25853430107663855,15,600
B02_28,1.591775011608928,gr.sat,0.06676716480663657,25,1000
B02_29,1.5255285578198046,gr,0.22757556925348957,28,1000
B02_3,0.2742048813290735,gr,0.04537360160420838,15,5
B02_30,1.4217235625069395,gr,0.15031899882274652,15,1000
B02_4,1.0868416800083467,gr.sat,0.1615282449323661,25,10
B02_5,0.7569953558238476,gr,0.13791363044515492,28,10
B02_6,0.36950786750919606,gr,0.10342442075903356,15,10
B02_7,0.8139977260350093,gr,0.09631138187777359,25,20
B02_8,0.8418467742876954,gr,0.06394596141713647,28,20
B02_9,0.6169678814468381,gr,0.13213366933686146,15,20
B03_1,0.5060885410251457,gr,0.085498377597785,19,5
B03_10,1.0058046017051598,gr,0.129455342360273,19,40
B03_11,1.0224751778268413,gr,0.09828467037726765,4,40
B03_12,1.111674977243503,gr,0.150454510814156,3,40
B03_13,1.1535401910860195,gr,0.1289696736158739,19,60
B03_14,1.1058299133887224,gr,0.14622615322318971,4,60
B03_15,1.1087418014778214,gr,0.11270326776703486,3,60
B03_16,1.0812590917444656,gr,0.17029743359168847,19,80
B03_17,1.493580199839692,gr.sat,0.18218868801444746,4,80
B03_18,1.8273940183267918,gr.sat,0.20180948199700846,3,80
B03_19,1.0742298519144857,gr,0.1385138958305291,19,100
B03_2,0.6109314444572231,gr,0.07228928558281696,4,5
B03_20,0.9982259924945254,gr,0.19513199770484096,4,100
B03_21,1.8294378076819324,gr.sat,0.303297365373391,3,100
B03_22,1.8033638521138522,gr.sat,0.10419320787452047,19,400
B03_23,1.8102908778316353,gr.sat,0.1408606139132861,4,400
B03_24,1.2805754790719537,gr,0.1277036717379916,3,400
B03_25,1.4229588131407727,gr,0.13439329002815942,19,600
B03_26,3.1232849094641675,gr.lagsat,0.14053189542370997,4,600
B03_27,1.1659752713010265,gr,0.1422294869110032,3,600
B03_28,1.371112352737968,gr,0.06259821602560382,19,1000
B03_29,1.321358739923056,gr,0.17556987730308674,4,1000
B03_3,0.549908573551377,gr,0.10655089964953098,3,5
B03_30,1.558909636780466,gr.sat,0.11591387761028507,3,1000
B03_4,1.044746101918935,gr.sat,0.11015719885710709,19,10
B03_5,0.6558493604037573,gr,0.0895895403288298,4,10
B03_6,1.0313528725311383,gr.sat,0.1726294917217693,3,10
B03_7,0.9100920279400954,gr,0.12103414168632808,19,20
B03_8,0.8012964245279415,gr,0.09708234378041448,4,20
B03_9,0.8340916895707875,gr,0.14006626945830403,3,20
B04_1,0.5293537540949511,gr,0.07202670440461502,14,5
B04_10,1.0343253157054109,gr,0.07723613558162538,14,40
B04_11,1.0047717307160926,gr,0.09374832448237881,31,40
B04_12,0.8475611127772652,gr,0.10428083117013724,cc1690,40
B04_13,1.3013081150018968,gr,0.18369584543251152,14,60
B04_14,1.073825798650305,gr,0.1756277902961138,31,60
B04_15,1.4178619857180161,gr.sat,0.06622167589715033,cc1690,60
B04_16,1.689134181653079,gr.sat,0.23407389669826187,14,80
B04_17,0.9119183124230036,gr,0.17550488279173426,31,80
B04_18,1.6378476478759563,gr.sat,0.15649314007339166,cc1690,80
B04_19,1.844551435158329,gr.sat,0.21921644578719912,14,100
B04_2,0.5808555568663181,gr,0.1045006850384147,31,5
B04_20,1.0988648995538588,gr,0.2396491760016732,31,100
B04_21,2.5135045113259484,gr.lagsat,0.11639186185591015,cc1690,100
B04_22,1.7650890668261348,gr.sat,0.12787576134638337,14,400
B04_23,1.2803751453028365,gr,0.1724995480337427,31,400
B04_24,1.201953549222004,gr,0.1580350635010477,cc1690,400
B04_25,1.253697208716179,gr,0.13208677664284285,14,600
B04_26,1.500992357913446,gr,0.21441168109709485,31,600
B04_27,1.1896942916788218,gr,0.09514760179884854,cc1690,600
B04_28,1.3226777795244644,gr,0.07002119301443316,14,1000
B04_29,1.2627129416622944,gr,0.20105865807504483,31,1000
B04_3,0.6619363942493216,gr.sat,0.09579149502206356,cc1690,5
B04_30,1.0318191525580658,gr,0.12052676302383748,cc1690,1000
B04_4,0.7008471329198905,gr,0.1151465518379994,14,10
B04_5,0.6605185306392356,gr,0.07494535870089035,31,10
B04_6,0.8910100994423567,gr.sat,0.11389305725357791,cc1690,10
B04_7,0.9187914392442643,gr,0.09694126048187107,14,20
B04_8,0.6862850766669628,gr,0.09732066747526893,31,20
B04_9,1.1544344448715695,gr.sat,0.14588353121891431,cc1690,20
B05_1,0.9051933166980519,gr,0.10864058360200726,8,5
B05_10,1.2115050208351819,gr,0.1128776401133358,8,40
B05_11,0.9935838474134927,gr,0.12487453805214536,22,40
B05_12,1.0156237001086803,gr,0.14822447571086972,16,40
B05_13,1.3872294046002915,gr,0.1017043202245649,8,60
B05_14,1.1450877517684426,gr,0.16089908840905706,22,60
B05_15,1.1593838430279115,gr,0.11365654994686554,16,60
B05_16,1.3570277532868185,gr,0.11905592010760455,8,80
B05_17,1.609141691531061,gr.sat,0.15597173861314795,22,80
B05_18,1.5128663157123363,gr.sat,0.14649151809054517,16,80
B05_19,1.553629220875979,gr.sat,0.11501372391241399,8,100
B05_2,0.5314648209476935,gr,0.09676663599039663,22,5
B05_20,1.599398290136044,gr.sat,0.1992367297459075,22,100
B05_21,1.8658894949246063,gr.sat,0.16893367524495856,16,100
B05_22,1.2099725274454023,gr,0.0654828362251494,8,400
B05_23,1.7328862443428201,gr.sat,0.17123004770291794,22,400
B05_24,1.098534192490463,gr,0.1430994293724905,16,400
B05_25,1.4959074039673061,gr.sat,0.057089578254753554,8,600
B05_26,3.5008115992732862,gr.lagsat,0.29407708052407605,22,600
B05_27,1.119709757378646,gr,0.09320597479237556,16,600
B05_28,1.55788480940747,gr.sat,0.08618154391319179,8,1000
B05_29,1.1035512448368556,gr,0.20965581861341057,22,1000
B05_3,0.5495824540218827,gr,0.09593871932909002,16,5
B05_30,1.4301349324953616,gr.sat,0.07268362983169338,16,1000
B05_4,0.9695200927207576,gr,0.07243822121282827,8,10
B05_5,0.907847404342096,gr.sat,0.10425002607427525,22,10
B05_6,1.4746260645026446,gr.lagsat,0.11183255671675629,16,10
B05_7,1.2057080235466657,gr,0.1359255463684384,8,20
B05_8,1.00362462955351,gr.sat,0.11476592284084437,22,20
B05_9,1.2222961831975139,gr.sat,0.11476592872065151,16,20
B06_1,0.5006756079664458,gr,0.13179778055473743,23,5
B06_10,1.1075232026610395,gr,0.11542901136969416,23,40
B06_11,1.0856045828187242,gr,0.11098419306633506,anc2,40
B06_12,0.9846031916360963,gr,0.09742952093429291,20,40
B06_13,1.2084100427847155,gr,0.11527613513309366,23,60
B06_14,1.4202511315578783,gr.lagsat,0.08466367769842155,anc2,60
B06_15,1.1341727025987014,gr,0.12323979557752103,20,60
B06_16,1.7133285100243234,gr.sat,0.26817987798875126,23,80
B06_17,1.5808109168434794,gr.sat,0.24658722882722195,anc2,80
B06_18,1.508358413155915,gr.sat,0.12030420918754763,20,80
B06_19,1.0544388007733208,gr,0.18134449250985862,23,100
B06_2,0.4823806800778579,gr,0.05120098941125074,anc2,5
B06_20,1.6734108945522175,gr.sat,0.1686566193138393,anc2,100
B06_21,1.9024225176351977,gr.sat,0.23556056982172036,20,100
B06_22,2.04783478499369,gr.sat,0.23238473672773313,23,400
B06_23,1.2589487933681158,gr,0.11208366728359678,anc2,400
B06_24,1.1334148835763131,gr,0.1585676163405434,20,400
B06_25,1.224963708984673,gr,0.1295417123452348,23,600
B06_26,1.4633571145423612,gr,0.2330641268845982,anc2,600
B06_27,1.7201020659251816,gr.sat,0.28399952387205163,20,600
B06_28,1.3643073421782352,gr.sat,0.06777483354887483,23,1000
B06_29,1.2955340816503642,gr,0.2004994580061283,anc2,1000
B06_3,0.563785049560887,gr,0.07703326109913403,20,5
B06_30,1.1688782785517762,gr,0.11228566140732109,20,1000
B06_4,0.6335451750494183,gr,0.09883005217421718,23,10
B06_5,1.0709577078731352,gr.sat,0.039744475150083204,anc2,10
B06_6,0.7348786563304872,gr,0.13034649312264954,20,10
B06_7,1.265743176989863,gr.sat,0.11556690379795348,23,20
B06_8,0.6544501667175443,gr,0.06508046707266738,anc2,20
B06_9,1.086603476650775,gr.sat,0.1562187861254408,20,20
B07_1,0.9080769987135826,gr.sat,0.13296566970309184,11,5
B07_10,1.0620657062791117,gr,0.11699877947229138,11,40
B07_11,1.2144934669579308,gr.lag,0.10748989497048575,27,40
B07_12,1.025879260735229,gr,0.12000138953294054,anc3,40
B07_13,1.2079695933592933,gr,0.09903919480482444,11,60
B07_14,1.691447527722545,gr.lag,0.14259493168138684,27,60
B07_15,1.1895641941043584,gr,0.1281991053111822,anc3,60
B07_16,1.8015201358323527,gr.sat,0.2328161270581005,11,80
B07_17,1.958881634384084,gr.sat,0.24678429508090965,27,80
B07_18,1.536472049895401,gr.sat,0.08750385312281232,anc3,80
B07_19,1.6749486181303288,gr.sat,0.1924713811895288,anc5,100
B07_2,0.9708119025580955,gr.lag,0.15622051136856888,27,5
B07_20,1.0168289070312335,gr,0.1678055265331906,27,100
B07_21,1.1277765377322695,gr,0.23686817269406138,anc3,100
B07_22,2.0111100748689377,gr.sat,0.28263260458199124,11,400
B07_23,1.4640982267735843,gr,0.1864086218379722,27,400
B07_24,1.1420167366696767,gr,0.112037942263521,anc3,400
B07_25,1.103066372745898,gr,0.10408346639429511,11,600
B07_26,1.2919541414534366,gr,0.147356138311787,27,600
B07_27,1.6912556290699443,gr.sat,0.12700490389729982,anc3,600
B07_28,1.6146900269224573,gr.sat,0.14930486093340456,11,1000
B07_29,1.3145957985184151,gr,0.166981133036454,27,1000
B07_3,0.5698834374536231,gr,0.1031034311361722,anc3,5
B07_30,1.1731048746919197,gr,0.1138530919189007,anc3,1000
B07_4,1.1659643424350796,gr.sat,0.1590422590763107,11,10
B07_5,0.8327707103239259,gr,0.0683550476983892,27,10
B07_6,1.3356996215131067,gr.lagsat,0.11457235459908424,anc3,10
B07_7,0.8631104687676294,gr,0.11128687441719509,11,20
B07_8,1.4415847278766583,gr.lag,0.1145139837068824,27,20
B07_9,1.110449755239725,gr.sat,0.08611513495217714,anc3,20
B08_1,1.4809512103922013,gr.lagsat,0.08902186451825404,anc5,5
B08_10,1.0345281610867338,gr,0.08896935732975274,anc5,40
B08_11,1.619949405513039,gr.sat,0.18381595078146978,17,40
B08_12,1.1279486215985894,gr,0.16668328657756884,7,40
B08_13,1.1789308999588184,gr,0.12280799136309091,anc5,60
B08_14,1.2734752863833887,gr,0.09999934651441182,17,60
B08_15,1.193698050504711,gr,0.14259291734688453,7,60
B08_16,1.668296672656323,gr.sat,0.1685215822906645,anc5,80
B08_17,1.799416040964134,gr.sat,0.16086640633483462,17,80
B08_18,1.5727714643861528,gr.sat,0.1379216555263843,7,80
B08_19,1.7035819525178084,gr.sat,0.17154274302245776,11,100
B08_2,0.9486343274249656,gr.sat,0.06699709339154244,17,5
B08_20,1.2482525510600848,gr,0.1412271954055993,17,100
B08_21,1.7155431463746522,gr.sat,0.16863329076638972,7,100
B08_22,1.6834681241252143,gr.sat,0.10764468298430617,anc5,400
B08_23,1.4579301188458311,gr,0.08763372169990173,17,400
B08_24,1.1646602308468172,gr,0.11380207967105162,7,400
B08_25,1.2632250255956696,gr,0.07194358388215921,anc5,600
B08_26,1.4380659347182498,gr,0.10155931530142955,17,600
B08_27,1.5519065006546613,gr.sat,0.16326052983746736,7,600
B08_28,1.3122455843112302,gr,0.11029861152152205,anc5,1000
B08_29,1.5053817433453236,gr,0.1669051310442096,17,1000
B08_3,0.7309300911535638,gr,0.1322446966885618,7,5
B08_30,1.2100702251592763,gr,0.10002685963013128,7,1000
B08_4,0.7839270986449436,gr,0.13838218736115318,anc5,10
B08_5,1.1304640810708106,gr.sat,0.09366351606647029,17,10
B08_6,0.6835192003744027,gr,0.12542022350096327,7,10
B08_7,0.850571603320464,gr,0.09598268147424434,anc5,20
B08_8,1.533861835810013,gr.sat,0.08304540671271986,17,20
B08_9,1.017448348448309,gr,0.13543049632181692,7,20
B09_1,1.8649590807813436,gr.lagsat,0.11394892904322253,1,5
B09_10,1.1183480071339658,gr,0.13923279220213058,1,40
B09_11,0.9784258924816421,gr,0.09595456812436264,26,40
B09_12,1.1060953753363878,gr,0.1417966707429236,5,40
B09_13,1.1622725543582275,gr,0.11916567230229633,1,60
B09_14,1.3707274725261827,gr.sat,0.09937619526405067,26,60
B09_15,1.1111612901004615,gr,0.08923190484321576,5,60
B09_16,2.623181659145898,gr.lagsat,0.14942112164599738,1,80
B09_17,1.8521789571061966,gr.sat,0.21836116672637826,26,80
B09_18,1.4219262838675413,gr.sat,0.1464407722535826,5,80
B09_19,1.2507568426665858,gr,0.13138172731546385,1,100
B09_2,1.4825715965038662,gr.lagsat,0.09090979523301808,26,5
B09_20,1.6309290013492757,gr.sat,0.23397149639150996,26,100
B09_21,1.2115488147512323,gr,0.17929564016272034,5,100
B09_22,1.4769454873478485,gr,0.21038196687423621,1,400
B09_23,1.9511787166323349,gr.sat,0.1271287386018408,26,400
B09_24,1.1515814403936018,gr,0.07317902535025862,30,400
B09_25,1.2557735366462597,gr,0.07976859581899301,1,600
B09_26,1.5450261596876647,gr.sat,0.19097626584964794,26,600
B09_27,1.2197087184009296,gr,0.1918509833737435,5,600
B09_28,1.3840590413917484,gr,0.08752907007159243,1,1000
B09_29,1.1083711700180057,gr,0.1634433055020865,26,1000
B09_3,0.6047799970683277,gr,0.13204711025729998,5,5
B09_30,1.2144698228113406,gr,0.10823526047520116,5,1000
B09_4,0.7440768503682662,gr,0.07458244431121248,1,10
B09_5,0.6617976281173952,gr,0.09136716657766819,26,10
B09_6,0.8065478131459817,gr,0.183618773144391,5,10
B09_7,0.8472836603122895,gr,0.09634364838177269,1,20
B09_8,0.7868413256336227,gr,0.10499187328065104,26,20
B09_9,1.5969734833779732,gr.lagsat,0.08575731636750054,5,20
B10_11,1.0019061601681791,gr,0.12233576859534413,2,40
B10_12,1.8227893179107337,gr.sat,0.062073100442593815,29,40
B10_14,1.0430861846446395,gr,0.13155494540432683,2,60
B10_15,1.8299151835506968,gr.lagsat,0.13962559809904324,29,60
B10_17,1.7036712256517166,gr.sat,0.3212135197638521,2,80
B10_18,1.6115548209109234,gr.sat,0.09573360824671255,29,80
B10_2,0.6388612818156086,gr,0.08158748096331139,2,5
B10_20,1.5785973308254786,gr.sat,0.16091077008478905,2,100
B10_21,1.3079434233854785,gr.sat,0.10082335258010124,29,100
B10_23,1.7943763067879321,gr.sat,0.22540362354846058,2,400
B10_24,1.6031031066741674,gr.sat,0.07832650633615591,29,400
B10_26,1.488588713546011,gr.sat,0.18783474386960455,2,600
B10_27,1.3597214088953566,gr,0.12739581929079427,29,600
B10_29,0.918719511327219,gr,0.1651817137098788,2,1000
B10_3,1.0056197697228793,gr.sat,0.12032605022655024,29,5
B10_30,1.2968208409733784,gr,0.06741580002188736,29,1000
B10_5,0.7187715319288416,gr,0.09311536128187163,2,10
B10_6,0.8929315486495872,gr.sat,0.0991450858326572,29,10
B10_8,0.8033340060252636,gr,0.10118745223225567,2,20
B10_9,0.9370929932412377,gr,0.11944935860497227,29,20
B11_1,0.8112129040295905,gr,0.16590826214390728,24,5
B11_10,1.5193439643369167,gr.lag,0.18455219131737813,24,40
B11_11,1.2164850115182055,gr.sat,0.09152073705490685,18,40
B11_12,1.1248171039027204,gr.sat,0.08067428254729012,anc4,40
B11_13,2.0825324628527295,gr.lag,0.0935104134096845,24,60
B11_14,1.2931515623045433,gr.sat,0.058068761027654514,18,60
B11_15,1.1166963090353332,gr,0.10389997564793135,anc4,60
B11_16,1.4804569527265103,gr,0.2748341969555385,24,80
B11_17,1.6661432603248836,gr.sat,0.22208449574004638,18,80
B11_18,1.6762094632200875,gr.sat,0.12969390089756527,anc4,80
B11_19,1.7783656676850355,gr.sat,0.26149653889541097,24,100
B11_2,0.5792493355669224,gr,0.10179329123850529,18,5
B11_20,1.6117984254093851,gr.sat,0.22861380389904531,18,100
B11_21,2.394799632255029,gr.lagsat,0.1714787026011355,anc4,100
B11_22,3.1226760314563693,gr.lagsat,0.21340321267163717,24,400
B11_23,1.2130804439752023,gr,0.11075303913881487,18,400
B11_24,1.1660536298128077,gr,0.11643432068828824,anc4,400
B11_25,1.3893295049382395,gr,0.08751977730274345,24,600
B11_26,1.237630525368201,gr,0.17431628596854487,18,600
B11_27,1.10079160406459,gr,0.12910792385902534,anc4,600
B11_28,1.7601955556654512,gr.sat,0.13465078384181345,24,1000
B11_29,1.0655679224327672,gr,0.10834432413040807,18,1000
B11_3,0.7931041456972804,gr.sat,0.054206430681933794,anc4,5
B11_30,1.0974808134663745,gr,0.1254760817903576,anc4,1000
B11_4,1.256953060567001,gr.lag,0.1625216355646942,24,10
B11_5,0.7448674837612539,gr,0.1262017885285349,18,10
B11_6,0.6332040588234641,gr,0.15936386169440794,anc4,10
B11_7,0.8988105496776633,gr,0.18258517311483163,24,20
B11_8,0.7758064430066453,gr,0.11101049349730872,18,20
B11_9,1.2482148829670656,gr.sat,0.13918700343043697,anc4,20
C02_1,0.7607319799852962,gr,0.07450633641238552,6,5
C02_10,1.1132786708294415,gr,0.11697815648160459,6,40
C02_11,1.3541753239605117,gr,0.07900424682649912,21,40
C02_12,1.0260992312310315,gr,0.13887409222288102,10,40
C02_13,1.245103940617992,gr,0.09132309885962162,6,60
C02_14,1.423635311873512,gr,0.07382415367887664,21,60
C02_15,1.1834998091625406,gr,0.13050392272483524,10,60
C02_16,1.2271746325928523,gr.sat,0.1038335089125051,6,80
C02_17,1.719496206029297,gr.sat,0.05173221693871964,21,80
C02_18,1.6855598386705644,gr.sat,0.23401886240975048,10,80
C02_19,1.559384598575773,gr.sat,0.15378245150031106,6,100
C02_2,1.0209000892756803,gr,0.10672452167974152,21,5
C02_20,1.6887066840665068,gr.sat,0.09113556306626681,21,100
C02_21,2.0142211532041654,gr.sat,0.22343271864499642,10,100
C02_22,1.3600322992997633,gr,0.09739773492157983,6,400
C02_23,1.7353210911267856,gr.sat,0.07477035754044578,21,400
C02_24,1.4688049524229991,gr.sat,0.11890106908931963,10,400
C02_25,1.3638372772394527,gr,0.10575118555151268,6,600
C02_26,1.557949815478984,gr,0.1251009122737954,21,600
C02_27,1.1014379973326909,gr,0.1277138860794708,10,600
C02_28,1.3670522316484084,gr,0.04937101433559331,6,1000
C02_29,1.471981622751279,gr,0.12326054283401026,21,1000
C02_3,0.9417369037457574,gr.sat,0.0911995792411905,10,5
C02_30,1.6584993939153676,gr.sat,0.17301738175205522,10,1000
C02_4,0.9073065330290234,gr,0.10824669298422841,6,10
C02_5,1.1129452807463707,gr,0.10617144925524045,21,10
C02_6,0.6321401197316813,gr,0.11645512307761194,10,10
C02_7,1.0982833124836329,gr,0.09878791893063468,6,20
C02_8,1.2166912753237515,gr,0.10385133509528227,21,20
C02_9,0.7557958356161151,gr,0.17577537480030958,10,20
C03_1,0.9573546197034564,gr.sat,0.09660563235484214,33,5
C03_10,1.0022952698508119,gr,0.10452175531292349,33,40
C03_11,2.1285475323907024,gr.lagsat,0.0747332019968008,9,40
C03_12,1.183003715354208,gr,0.09811755473916882,30,40
C03_13,1.1593289548896843,gr,0.1372673580486045,33,60
C03_14,1.1750646912370064,gr,0.12393863144358021,9,60
C03_15,1.3464327999203527,gr,0.14411760026784035,30,60
C03_16,0.9927293243138383,gr,0.19851706976289282,33,80
C03_17,1.6310451752740907,gr.sat,0.17442836354599747,9,80
C03_18,1.7485107746205508,gr.sat,0.19764689351662737,30,80
C03_19,1.9497118678311678,gr.sat,0.36205142902571336,33,100
C03_2,0.8718084333371839,gr.sat,0.061212112695148646,9,5
C03_20,1.0919952342698405,gr,0.17907278856872763,9,100
C03_21,1.4008753936284157,gr,0.16549551507592697,30,100
C03_22,1.2678358316484712,gr,0.12161398168287917,33,400
C03_23,1.1648076851410736,gr,0.15176939147709717,9,400
C03_24,1.3029074193329677,gr,0.1322994833634513,5,400
C03_25,1.353741310334394,gr,0.16522952185264259,33,600
C03_26,1.4750606705431337,gr,0.1636102558346181,9,600
C03_27,1.2070997444043703,gr,0.11309660529941166,30,600
C03_28,1.2587383799009886,gr,0.09031270228941313,33,1000
C03_29,1.1154642050322565,gr,0.15606785312716778,9,1000
C03_3,1.308206783238162,gr.sat,0.2274385853351085,30,5
C03_30,1.4686018699400967,gr.sat,0.0661170930809392,30,1000
C03_4,1.1035052141617685,gr.sat,0.13951854025272542,33,10
C03_5,0.7848118157452239,gr,0.05812133385985086,9,10
C03_6,0.8827675674000558,gr,0.14758533869240315,30,10
C03_7,0.7723420567136721,gr,0.09567335073480403,33,20
C03_8,0.7603292788016928,gr,0.11058238519355662,9,20
C03_9,1.072476829039987,gr.sat,0.11934130864549343,30,20
C04_1,0.8964668627223715,gr.sat,0.09033471898256341,32,5
C04_10,0.9466781510121326,gr,0.12830066316778,32,40
C04_11,1.299478120699623,gr.sat,0.06285661627490888,35,40
C04_12,1.4688234932590476,gr.lag,0.1894045566288802,5,40
C04_13,1.720239401526959,gr.sat,0.17539643586235285,32,60
C04_14,1.530448317006547,gr.sat,0.0817023911095918,35,60
C04_15,1.137926240105981,gr,0.09601494691262139,5,60
C04_16,1.7878482198342056,gr.sat,0.24874209884730772,32,80
C04_17,1.134724426049901,gr,0.12976846130387257,35,80
C04_18,1.441860405494946,gr.sat,0.15673306829370048,5,80
C04_19,1.9911849195816638,gr.sat,0.21836889956973124,32,100
C04_2,0.6609614686175438,gr,0.09389063971732829,35,5
C04_20,1.269438869393172,gr,0.1327389434651211,35,100
C04_21,1.652408158400983,gr.sat,0.20176857132671816,5,100
C04_22,1.4095931983417365,gr,0.11303896765210356,32,400
C04_23,1.3378247802303767,gr,0.08709705553274696,35,400
C04_24,1.5294806254559694,gr.sat,0.09492022036824885,30,400
C04_25,1.2591826232094734,gr,0.13903882477575882,32,600
C04_26,1.4938417609761616,gr,0.13894278171823463,35,600
C04_27,1.1763603468249593,gr,0.1351478778323308,5,600
